id,arcdiff,arcland
5333,1665414627,1666396672
5328,1665410944,1666396671
5302,1664980292,1666396668
5454,1666366118,1666380160
5457,1666377713,1666378071
5455,1666375779,1666377437
5456,1666377119,1666377355
5450,1666300982,1666375120
5380,1666015691,1666368915
5438,1666280268,1666368561
5442,1666282548,1666360760
5386,1666077035,1666335600
5358,1665627692,1666299008
5427,1666272083,1666298805
5426,1666272064,1666298791
5425,1666272047,1666298789
5424,1666272031,1666298776
5423,1666272013,1666298762
5422,1666271996,1666298749
5421,1666271979,1666298735
5420,1666271958,1666298722
5419,1666271942,1666298710
5418,1666271925,1666298697
5417,1666271907,1666298684
5416,1666271891,1666298671
5415,1666271874,1666298658
5414,1666271857,1666298644
5413,1666271841,1666298631
5412,1666271823,1666298618
5411,1666271790,1666298606
5410,1666271736,1666298594
5409,1666271715,1666298581
5408,1666271695,1666298568
5407,1666271678,1666298554
5406,1666271663,1666298551
5405,1666271619,1666298538
5404,1666271603,1666298525
5403,1666271585,1666298512
5402,1666271540,1666298499
5401,1666271521,1666298485
5400,1666271500,1666298471
5399,1666271482,1666298458
5398,1666271465,1666298445
5397,1666271447,1666298432
5396,1666271432,1666298419
5395,1666271417,1666298406
5394,1666271399,1666298393
5393,1666271370,1666298379
5188,1663667032,1666296836
5443,1666284109,1666295125
5445,1666291652,1666292841
5388,1666197262,1666288045
5392,1666218172,1666284924
5439,1666281190,1666282398
5343,1665497821,1666281314
5342,1665495601,1666281303
5327,1665399539,1666281294
5324,1665396119,1666281287
5323,1665395802,1666281281
5322,1665395373,1666281272
5321,1665392358,1666281262
5348,1665520269,1666277907
5387,1666115834,1666128267
5368,1665752026,1666077873
5385,1666040695,1666059331
5374,1665860102,1666040003
5382,1666023577,1666028806
5371,1665760532,1666022368
5361,1665673624,1666005631
5337,1665435186,1665783461
5293,1664895576,1665775753
5372,1665761320,1665775473
5370,1665759704,1665775467
5364,1665698458,1665775463
5363,1665696326,1665775459
5365,1665742052,1665763144
5332,1665412185,1665606934
5315,1665153143,1665742188
5350,1665565802,1665734504
5313,1665079335,1665694970
5357,1665621313,1665690798
5356,1665609950,1665680783
5359,1665670395,1665677862
5335,1665430708,1665601442
5352,1665595679,1665598394
5351,1665595585,1665598393
5325,1665398530,1665585292
5340,1665475222,1665585260
5349,1665548864,1665579568
5345,1665512762,1665538927
5314,1665135275,1665471217
5305,1664994051,1665442940
5304,1664993231,1665439587
5246,1664340171,1665439586
5245,1664339934,1665439585
5244,1664338919,1665439585
5243,1664338841,1665439584
5319,1665180592,1665438918
5336,1665434261,1665438860
5265,1664464734,1665401031
5326,1665398990,1665400062
5320,1665337221,1665357048
5318,1665169128,1665175923
5317,1665165860,1665175920
5289,1664825438,1665175917
5239,1664292941,1665175915
5230,1664215249,1665175912
5290,1664874426,1665150367
5237,1664282916,1665136250
5236,1664282323,1665136248
5235,1664279906,1665136246
5234,1664279626,1665136245
5232,1664277468,1665136243
5233,1664279365,1665136241
5231,1664276435,1665136239
5303,1664987603,1665104911
5292,1664889090,1665068593
5296,1664917896,1665065166
5295,1664916597,1665065164
5299,1664967579,1665043717
5298,1664934754,1664983860
5297,1664933220,1664981206
5281,1664789535,1664971549
5280,1664789062,1664971529
5279,1664788842,1664971521
5201,1663755036,1664971189
5294,1664904247,1664907332
5287,1664818227,1664895358
5284,1664805504,1664873819
5282,1664793620,1664868659
5283,1664803712,1664831989
5268,1664485591,1664831987
5264,1664462326,1664831982
5253,1664400042,1664831979
5273,1664568226,1664831267
5271,1664562669,1664827136
5278,1664740887,1664826553
5288,1664818838,1664819763
5277,1664670466,1664813132
5276,1664642866,1664813131
5260,1664448762,1664812961
5259,1664448703,1664812952
5258,1664448659,1664812940
5257,1664448610,1664812938
5256,1664448571,1664812935
5286,1664808073,1664808588
5272,1664567454,1664802975
5263,1664462296,1664790873
5211,1663849308,1664572490
5187,1663663472,1664572480
5262,1664454986,1664548683
5267,1664480699,1664546793
5261,1664452611,1664546456
5250,1664388765,1664545799
5229,1664211033,1664545670
5222,1663943369,1664542840
5220,1663939573,1664542828
5109,1662976432,1664540851
5215,1663857519,1664540821
5022,1662043373,1664540799
4958,1661524744,1664540773
4941,1661341034,1664540760
5212,1663852398,1664540750
5078,1662545682,1664540735
4977,1661794394,1664540707
5254,1664439875,1664533409
5251,1664392336,1664486635
5048,1662185994,1664486632
5266,1664478641,1664483997
5249,1664385162,1664477776
5107,1662785222,1664477607
5241,1664298937,1664469822
5186,1663662002,1664458678
5219,1663937351,1664457328
5203,1663760966,1664454175
5247,1664356225,1664446577
5228,1664200591,1664439011
5227,1664199960,1664439005
5226,1664198858,1664439000
5252,1664393293,1664398577
5240,1664297244,1664395447
5242,1664308004,1664374728
5169,1663422752,1664362417
5238,1664285926,1664359392
5158,1663318368,1664356140
5150,1663252868,1664356140
5148,1663250408,1664356139
5146,1663249607,1664356138
5144,1663245442,1664356137
5185,1663661543,1664271394
4999,1662000432,1664211973
5218,1663935216,1664203401
5224,1663956676,1664202285
4976,1661773384,1664197894
5115,1662997924,1664189739
5221,1663939741,1664114190
5175,1663592262,1663967226
5205,1663798104,1663966921
5174,1663592226,1663966262
5207,1663801589,1663963970
5206,1663799877,1663962581
5210,1663847946,1663962356
5223,1663947038,1663961557
5216,1663862318,1663961475
5145,1663249223,1663960863
5149,1663251495,1663959788
5184,1663627907,1663958956
5181,1663621540,1663958669
5154,1663280013,1663958512
5179,1663596275,1663957818
5209,1663829516,1663957305
5208,1663829029,1663957303
5200,1663735795,1663957300
5217,1663874467,1663957298
5180,1663596979,1663957081
5083,1662647961,1663957015
5081,1662632700,1663954537
5082,1662644644,1663928972
5162,1663350244,1663879653
5214,1663855087,1663855877
5198,1663691904,1663854699
5213,1663853236,1663854166
5197,1663689711,1663851771
5202,1663758522,1663848992
5141,1663224741,1663823508
5108,1662910751,1663823498
5173,1663592188,1663795753
5195,1663688807,1663793450
5193,1663683843,1663792769
5191,1663672893,1663790860
5190,1663671637,1663789990
5204,1663776060,1663789806
5127,1663111553,1663786350
5189,1663667979,1663757045
5171,1663585590,1663757040
5159,1663320123,1663755533
5192,1663678245,1663755229
5199,1663707782,1663712533
5163,1663350661,1663702829
5196,1663689480,1663702569
5194,1663688799,1663702569
5182,1663624878,1663701860
5161,1663342035,1663694715
5183,1663626280,1663687847
5166,1663354502,1663680019
5165,1663354267,1663679978
5164,1663353940,1663679946
5063,1662443551,1663670637
5143,1663234331,1663665159
5142,1663234156,1663665005
5135,1663175999,1663630121
5157,1663287845,1663625455
4970,1661557133,1663625453
4969,1661554176,1663625451
4968,1661554099,1663625449
4978,1661794524,1663625447
4967,1661553902,1663625445
4966,1661553713,1663625443
4965,1661553653,1663625441
5147,1663249682,1663623853
5124,1663022953,1663616344
5123,1663022789,1663616343
5139,1663181171,1663616247
5167,1663362664,1663613641
5099,1662732465,1663597656
5097,1662723899,1663597655
5096,1662723883,1663597655
5095,1662723866,1663597654
5094,1662723851,1663597654
5093,1662723829,1663597653
5092,1662723814,1663597653
5091,1662723799,1663597652
5090,1662723780,1663597652
5151,1663252974,1663591024
4940,1661331903,1663575899
5089,1662723759,1663574788
5074,1662474203,1663574787
5073,1662474185,1663574785
5072,1662474168,1663574784
5071,1662474152,1663574781
5070,1662474130,1663574780
5069,1662474114,1663574780
5068,1662474098,1663574779
5168,1663365394,1663374177
5104,1662755716,1663373590
5130,1663140567,1663365582
5160,1663340608,1663355343
5023,1662057518,1663342500
5153,1663264565,1663341625
5156,1663283965,1663341486
5155,1663283654,1663341485
5152,1663259622,1663340510
5112,1662991852,1663318476
5038,1662115977,1663318476
5037,1662115960,1663318475
5036,1662115945,1663318474
5035,1662115930,1663318474
5110,1662987327,1663315746
5140,1663218933,1663314576
5100,1662738036,1663314574
5088,1662722519,1663314571
5064,1662465284,1663283163
5087,1662715547,1663263611
5132,1663165669,1663258840
5111,1662989848,1663226249
4997,1661968527,1663177952
5084,1662655611,1663176512
5133,1663166929,1663176435
5126,1663094265,1663173861
5134,1663167192,1663169840
5129,1663111819,1663138032
5128,1663111619,1663138031
4953,1661430931,1663134709
5075,1662481267,1663134709
5086,1662705744,1663108660
5085,1662705424,1663106372
5114,1662995121,1663096544
5120,1663015861,1663094707
5119,1663015810,1663094706
5118,1663015662,1663094706
5117,1663015544,1663094705
5116,1663015397,1663094704
5121,1663016488,1663094703
5125,1663090295,1663092803
5033,1662106396,1662477502
5062,1662439405,1663005089
5103,1662750828,1663005027
5102,1662750692,1663005026
5101,1662750474,1663005023
5106,1662767835,1663005022
5105,1662767184,1663005021
5065,1662468650,1662987975
4939,1661329671,1662725002
5061,1662439346,1662671890
5060,1662437895,1662670636
5059,1662435898,1662670454
5058,1662432549,1662669184
5046,1662165675,1662658162
5045,1662165268,1662658161
5044,1662164641,1662658159
5043,1662164506,1662658157
4998,1661969509,1662658154
5042,1662164082,1662658153
4995,1661967286,1662658151
4994,1661967132,1662658150
4993,1661967093,1662658147
4992,1661966945,1662658144
5080,1662606499,1662646146
5034,1662115911,1662635326
5031,1662101681,1662635325
5030,1662101663,1662635325
5029,1662101648,1662635324
5027,1662101608,1662635324
5026,1662101583,1662635323
5025,1662101568,1662635322
5024,1662101553,1662635321
5020,1662030644,1662635321
5019,1662030627,1662635320
5018,1662030612,1662635319
5017,1662030597,1662635319
5016,1662030582,1662635318
5015,1662030564,1662635317
5014,1662030549,1662635317
5013,1662030522,1662635316
5012,1662030506,1662635316
5011,1662030487,1662635315
5010,1662030473,1662635314
5009,1662030454,1662635314
5008,1662030435,1662635313
5007,1662030421,1662635313
5006,1662030407,1662635312
5005,1662030392,1662635312
5004,1662030375,1662635311
5003,1662030358,1662635310
5002,1662030325,1662635310
5077,1662487229,1662567952
5076,1662484365,1662567832
5079,1662545932,1662550828
5001,1662023685,1662477850
5050,1662388187,1662477338
4807,1660216508,1662466891
4894,1661169046,1662466199
4540,1657811918,1662465510
4980,1661819171,1662428282
4979,1661818622,1662426527
4730,1659531512,1662386614
4794,1660135664,1662386610
4793,1660135430,1662386607
4729,1659531012,1662386606
4728,1659530572,1662386602
4957,1661514476,1662386600
4846,1660642202,1662386599
4664,1658994413,1662386598
4663,1658991659,1662386596
5039,1662122621,1662372759
5021,1662042548,1662372756
4924,1661257486,1662372753
4923,1661257044,1662372750
4922,1661256775,1662372747
4921,1661256690,1662372745
4920,1661256625,1662372742
4919,1661256352,1662372739
4918,1661256225,1662372737
4917,1661256151,1662372734
4916,1661256038,1662372732
4915,1661255954,1662372729
4914,1661255851,1662372726
4913,1661255743,1662372724
4912,1661255535,1662372721
4911,1661255425,1662372718
4910,1661255268,1662372715
4909,1661255155,1662372713
4908,1661254908,1662372710
4989,1661896555,1662157226
4988,1661896523,1662157225
4987,1661896443,1662157224
4986,1661896231,1662157223
4297,1655664370,1662157221
4431,1656864682,1662157220
5000,1662021385,1662081027
4404,1656529615,1662051460
4943,1661345787,1662028843
4931,1661289782,1662022094
4982,1661822088,1661976626
4991,1661897061,1661971284
4990,1661897043,1661971028
4985,1661892323,1661970353
4984,1661885811,1661968703
4898,1661196904,1661967723
4925,1661259361,1661960594
4981,1661819764,1661875482
4900,1661207268,1661797522
4959,1661529958,1661796602
4961,1661546465,1661793411
4889,1660919287,1661781722
4888,1660919267,1661781721
4885,1660897873,1661781721
4870,1660822293,1661781720
4869,1660822266,1661781719
4867,1660822248,1661781718
4884,1660897710,1661781718
4861,1660733655,1661781717
4949,1661385527,1661777242
4952,1661428900,1661777072
4956,1661512669,1661757807
4971,1661622361,1661623745
4955,1661449953,1661542167
4891,1660943036,1661542163
4890,1660941971,1661542158
4892,1660943606,1661542153
4960,1661539213,1661542051
4932,1661290440,1661534870
4930,1661289253,1661534867
4510,1657654794,1661527772
4951,1661425609,1661452473
4950,1661425424,1661452473
4899,1661199065,1661450776
4938,1661320016,1661425022
4937,1661319946,1661425021
4936,1661319892,1661425021
4935,1661319837,1661424752
4934,1661319800,1661424426
4887,1660904538,1661420112
4886,1660902560,1661420104
4883,1660893007,1661420095
4868,1660822254,1661420083
4825,1660297081,1661416756
4824,1660296795,1661416752
4823,1660295996,1661416748
4805,1660215392,1661416373
4933,1661319761,1661397649
4927,1661279807,1661397648
4926,1661279469,1661380379
4929,1661288937,1661357142
4860,1660733633,1661354202
4859,1660733613,1661354008
4858,1660733586,1661353985
4768,1659816310,1661346556
4746,1659641802,1661342114
4895,1661173809,1661339836
4744,1659637407,1661339460
4792,1660125299,1661328873
4907,1661249457,1661322650
4928,1661283590,1661299412
4881,1660865590,1661288636
4882,1660867687,1661276315
4902,1661212683,1661272555
4880,1660865073,1661271646
4879,1660860326,1661271645
4875,1660851607,1661271643
4903,1661214364,1661270626
4906,1661227811,1661269545
4905,1661227761,1661269545
4904,1661227717,1661269544
4841,1660606325,1661268122
4897,1661193744,1661251718
4893,1661167140,1661206523
4743,1659637113,1661177529
4878,1660857795,1661177393
4876,1660852289,1661177392
4767,1659810741,1661177024
4742,1659636542,1661176776
4741,1659635429,1661175435
4740,1659634779,1661174708
4643,1658844356,1661167785
4732,1659537043,1661167776
4877,1660853773,1660929688
4299,1655671869,1660869427
4296,1655663310,1660869425
4874,1660845135,1660858998
4866,1660790628,1660858994
4865,1660789325,1660858990
4873,1660841886,1660848206
4821,1660281246,1660847630
4820,1660275804,1660847629
4815,1660246209,1660847628
4802,1660175018,1660847628
4857,1660706884,1660847627
4856,1660706827,1660847627
4855,1660706765,1660847626
4872,1660839268,1660846925
4864,1660761750,1660836229
4863,1660757709,1660836138
4862,1660745320,1660755560
4854,1660706671,1660748046
4853,1660699104,1660747120
4812,1660236893,1660741632
4848,1660651754,1660741626
4847,1660649285,1660741617
4851,1660680143,1660698624
4816,1660255135,1660684817
4845,1660615887,1660684630
4844,1660615149,1660684628
4843,1660614566,1660684626
4852,1660680160,1660683531
4850,1660679789,1660683527
4840,1660595919,1660677080
4839,1660595136,1660677077
4849,1660671938,1660675258
4829,1660571012,1660670789
4836,1660593656,1660660357
4830,1660571963,1660658452
4831,1660590097,1660658338
4835,1660592320,1660655661
4834,1660592301,1660655657
4833,1660592285,1660655653
4832,1660592267,1660655650
4806,1660215519,1660652470
4837,1660593985,1660649871
4804,1660215156,1660644140
4803,1660214773,1660644086
4811,1660236827,1660641229
4826,1660298349,1660639428
4819,1660262676,1660344857
4814,1660244630,1660328140
4813,1660244211,1660328139
4828,1660318958,1660319209
4827,1660317475,1660318647
4295,1655663072,1660266788
4790,1660080435,1660260862
4774,1660021960,1660260294
4810,1660231186,1660239039
4809,1660231104,1660239022
4808,1660230966,1660239019
4801,1660174509,1660238293
4800,1660174398,1660238293
4799,1660173809,1660238292
4798,1660173470,1660238291
4797,1660160431,1660238291
4753,1659702637,1660203129
4769,1659898833,1660202995
4784,1660070615,1660175203
4783,1660070166,1660175202
4776,1660060623,1660174278
4775,1660060571,1660174277
4782,1660067016,1660173694
4796,1660159759,1660166009
4788,1660073092,1660143097
4787,1660072574,1660143092
4786,1660071778,1660143090
4785,1660070777,1660143087
4781,1660066386,1660091072
4750,1659667505,1660090876
4777,1660060709,1660066407
4771,1659976353,1660060278
4772,1659976908,1660060279
4770,1659975821,1660057394
4052,1652695048,1660049892
4722,1659469278,1659997815
4773,1659988023,1659992783
4766,1659807075,1659991521
4765,1659806653,1659991521
4764,1659806188,1659991520
4758,1659730033,1659991519
4757,1659726852,1659991518
4735,1659594545,1659991518
4494,1657346411,1659991517
4493,1657346331,1659991516
4489,1657344345,1659991515
4760,1659736034,1659983798
4671,1659056442,1659983671
4761,1659742828,1659983671
4734,1659594156,1659983670
4492,1657345875,1659983669
4491,1657344761,1659983668
4747,1659645106,1659968269
4711,1659454121,1659958128
4710,1659453734,1659958123
4745,1659638400,1659812210
4759,1659735506,1659803157
4756,1659726257,1659736547
4755,1659715572,1659724484
4739,1659633744,1659702203
4587,1658395241,1659685540
4731,1659535026,1659685534
4709,1659439771,1659685528
4738,1659632459,1659646919
4736,1659631816,1659646919
4733,1659548693,1659640065
4737,1659632251,1659635097
4705,1659386880,1659635097
4704,1659384043,1659635095
4481,1657215715,1659635020
4717,1659458352,1659631447
4718,1659458736,1659631446
4685,1659132044,1659587184
4684,1659131587,1659587184
4723,1659469660,1659555499
4696,1659363337,1659545405
4725,1659474880,1659543920
4724,1659474202,1659543919
4621,1658764839,1659543225
4727,1659507338,1659541799
4726,1659475748,1659540908
4601,1658415744,1659539717
4617,1658755255,1659539708
4600,1658415465,1659539700
4681,1659090234,1659525987
4680,1659089187,1659525984
4679,1659089064,1659525981
4678,1659088837,1659525976
4677,1659088746,1659525968
4721,1659459975,1659475409
4720,1659459768,1659475409
4719,1659458944,1659475408
4716,1659457991,1659475212
4715,1659457115,1659475211
4713,1659456220,1659475089
4712,1659455973,1659475089
4702,1659382596,1659466095
4695,1659362714,1659460715
4707,1659389498,1659458870
4706,1659388717,1659458870
4694,1659362335,1659457790
4667,1659015306,1659452456
4683,1659119116,1659451885
4693,1659361834,1659437628
4651,1658927484,1659434710
4649,1658915201,1659434709
4636,1658828131,1659434533
4635,1658828114,1659434531
4634,1658828097,1659434528
4633,1658828080,1659434525
4632,1658828060,1659434523
4637,1658829058,1659434521
4631,1658828029,1659434518
4585,1658315781,1659434515
4584,1658315759,1659434513
4583,1658315740,1659434511
4582,1658315722,1659434508
4581,1658315706,1659434506
4580,1658315684,1659434503
4579,1658315665,1659434501
4692,1659360687,1659430383
4703,1659383869,1659386612
4690,1659297831,1659381763
4689,1659294258,1659381390
4478,1657207923,1659381163
4630,1658808149,1659379778
4686,1659132958,1659379778
4691,1659299217,1659365374
4688,1659137549,1659364542
4682,1659107948,1659116878
4605,1658435802,1659114173
4483,1657235750,1659114173
4662,1658972854,1659113732
4661,1658970569,1659113731
4646,1658886373,1659113730
4670,1659037954,1659109538
4669,1659033168,1659109536
4676,1659075694,1659108763
4675,1659075652,1659108760
4674,1659075622,1659108756
4673,1659075566,1659108753
4629,1658799008,1659055377
3867,1651104046,1659055305
4659,1658966324,1659053429
4660,1658967234,1659052702
4658,1658958754,1659037744
4657,1658955910,1659037744
4656,1658954206,1659037743
4648,1658896873,1659033911
4647,1658895611,1659033843
4668,1659026808,1659028331
4666,1659005345,1659015798
4665,1659002786,1659015797
4640,1658834933,1659013265
4641,1658835535,1658974119
4578,1658261051,1658974118
4499,1657577951,1658974116
4604,1658433894,1658948586
4638,1658833619,1658936547
4504,1657613950,1658932495
4503,1657613918,1658932494
4502,1657613740,1658932491
4644,1658845918,1658931528
4645,1658883224,1658926613
4377,1656423715,1658872325
4628,1658781571,1658857253
4626,1658778546,1658857252
4622,1658764862,1658850492
4612,1658503771,1658849406
4611,1658503676,1658849405
4610,1658503502,1658849401
4609,1658503352,1658849387
4608,1658503279,1658849384
4607,1658503019,1658849380
4606,1658502706,1658849379
4642,1658835960,1658849205
4639,1658834689,1658844639
4595,1658400406,1658844638
4594,1658400385,1658844637
4593,1658400360,1658844637
4592,1658400340,1658844636
4591,1658400320,1658844635
4590,1658400303,1658844635
4589,1658400268,1658844634
4588,1658400245,1658844633
4512,1657705779,1658834689
4511,1657676667,1658834604
4599,1658411178,1658831556
4618,1658758131,1658829953
4615,1658743543,1658829952
4474,1657201185,1658829950
4470,1657196917,1658829948
4469,1657196539,1658829945
4466,1657192824,1658829942
4465,1657191636,1658829939
4464,1657189694,1658829936
4463,1657187869,1658829934
4462,1657185317,1658829929
4461,1657184337,1658829927
4457,1657116337,1658829924
4614,1658521147,1658770899
4613,1658518330,1658770898
4620,1658760610,1658768514
4619,1658758660,1658768512
4556,1658152852,1658758431
4598,1658408723,1658758429
4555,1658152831,1658758426
4571,1658219264,1658758425
4554,1658152811,1658758424
4438,1657007096,1658758423
4378,1656423893,1658757473
4456,1657108403,1658757374
4455,1657101637,1658757372
4446,1657033064,1658757370
4476,1657205008,1658756723
4475,1657202245,1658756205
4473,1657201026,1658756140
4373,1656380627,1658756031
4513,1657708376,1658755837
4443,1657020600,1658746754
4435,1656949075,1658746734
4434,1656939502,1658746732
4560,1658177063,1658438142
4113,1653399483,1658391687
4532,1657798419,1658388555
4508,1657637362,1658388547
4507,1657636860,1658388539
4557,1658153171,1658386854
4298,1655671809,1658359194
4448,1657047527,1658355502
4548,1657920212,1658343600
4566,1658186425,1658343599
4569,1658186665,1658343598
4568,1658186605,1658343598
4567,1658186474,1658343597
4565,1658183936,1658343596
4564,1658181161,1658343595
4574,1658227852,1658325424
4551,1658144006,1658325279
4445,1657022942,1658323053
4444,1657021993,1658323052
4394,1656495809,1658323050
4393,1656495687,1658323048
4472,1657197494,1658323046
4549,1658132500,1658317335
4375,1656403221,1658315353
4537,1657810837,1658312909
4553,1658150107,1658311618
4535,1657808846,1658311102
4577,1658239319,1658304538
4575,1658233273,1658304467
4576,1658234173,1658250086
4563,1658179475,1658255306
4561,1658177292,1658255305
4562,1658178872,1658255304
4559,1658175807,1658255303
4525,1657737845,1658254976
4573,1658224192,1658250084
4572,1658223656,1658250083
4570,1658192119,1658238056
4550,1658136960,1658230128
4545,1657893855,1658230119
4539,1657811384,1658230068
4538,1657810937,1658230050
4536,1657810108,1658230024
4223,1654586811,1658225739
4558,1658169954,1658179500
4552,1658146686,1658171530
4523,1657735104,1658166857
4436,1656975745,1658152973
4217,1654522281,1658150893
4487,1657342508,1658127079
4531,1657763536,1658113923
4530,1657763456,1658113922
4528,1657754836,1658113920
4522,1657734577,1658113917
4521,1657733809,1658113914
4520,1657729493,1658113910
4519,1657728490,1658113908
4518,1657726846,1658113906
4516,1657721819,1658113904
4529,1657756233,1658113902
4515,1657721231,1658113889
4500,1657578296,1658113882
4501,1657585919,1657910156
4542,1657835769,1657910103
4534,1657808272,1657905371
4468,1657194938,1657898656
4467,1657193608,1657898473
4533,1657806482,1657898402
4541,1657829657,1657896815
4071,1652870840,1657879656
4514,1657720532,1657879653
4069,1652870073,1657879651
4526,1657742110,1657811469
4527,1657743267,1657809619
4524,1657737507,1657809057
4517,1657724468,1657805712
4498,1657539777,1657805195
4497,1657539272,1657805129
4496,1657538560,1657805010
4392,1656495580,1657800568
4391,1656495483,1657800567
4385,1656430679,1657800565
4384,1656430560,1657800564
4383,1656430493,1657800562
4382,1656430392,1657800561
4381,1656430329,1657800560
4380,1656430246,1657800558
4506,1657628790,1657797380
4509,1657649859,1657744503
4372,1656380147,1657666710
4460,1657140907,1657646144
4480,1657208802,1657584724
4486,1657310665,1657326406
4485,1657307634,1657326405
4484,1657290089,1657294026
4437,1657007079,1657272583
4425,1656681253,1657272582
4413,1656598160,1657272582
4379,1656426747,1657272582
4341,1655982787,1657272582
4326,1655893973,1657272582
4324,1655893905,1657272581
4323,1655893884,1657272581
4322,1655893866,1657272581
4412,1656586092,1657272581
4411,1656586074,1657272580
4321,1655893846,1657272580
4320,1655893825,1657272580
4277,1655287863,1657272580
4276,1655287839,1657272580
4275,1655287819,1657272579
4274,1655287802,1657272579
4273,1655287781,1657272579
4272,1655287757,1657272579
4271,1655287739,1657272579
4270,1655287717,1657272578
4252,1655129298,1657272578
4251,1655128361,1657272578
4216,1654515673,1657272578
4250,1655128294,1657272577
4249,1655128275,1657272577
4248,1655128255,1657272577
4247,1655128234,1657272577
4376,1656417539,1657272577
4246,1655128214,1657272576
4245,1655128192,1657272576
4459,1657137235,1657211425
4479,1657208608,1657209892
4458,1657131303,1657134279
4454,1657080561,1657111733
4453,1657051576,1657053110
4450,1657047767,1657053110
4291,1655534517,1657051397
4451,1657048116,1657049151
4449,1657047637,1657049150
4422,1656622956,1657049150
4418,1656617180,1657044231
4415,1656611649,1657044227
4428,1656712622,1657032049
4427,1656712545,1657032048
4416,1656613824,1657031308
4426,1656709518,1657030967
4070,1652870136,1657027107
4065,1652797105,1657027105
4400,1656519687,1656948325
4364,1656342133,1656948319
4368,1656370404,1656937664
4429,1656723912,1656869505
4424,1656624375,1656862955
4421,1656620664,1656862486
4407,1656538603,1656707385
4405,1656533229,1656706085
4390,1656485143,1656705936
4389,1656483093,1656705778
4403,1656529278,1656704975
4423,1656623794,1656697114
4406,1656537954,1656624152
4417,1656614720,1656624069
4419,1656617370,1656624023
4402,1656528520,1656621868
4420,1656618688,1656621806
4414,1656606589,1656621524
4399,1656518734,1656621431
4367,1656356854,1656604793
4410,1656552177,1656564022
4398,1656515446,1656534741
4401,1656521556,1656534185
4397,1656512814,1656534028
4294,1655662820,1656530954
4371,1656375613,1656525570
4386,1656440360,1656511405
4387,1656443025,1656511326
4388,1656447317,1656511184
3991,1652182398,1656505311
3986,1652176740,1656505309
3984,1652176417,1656505306
3983,1652176211,1656505304
3982,1652176038,1656505302
3941,1651830940,1656505301
3940,1651830666,1656505299
4184,1654183891,1656476008
4370,1656374635,1656473863
4369,1656374257,1656473708
4346,1656009872,1656449646
4284,1655407854,1656449592
4253,1655129878,1656425620
4363,1656317207,1656425520
4359,1656313016,1656425520
4354,1656086198,1656425519
4352,1656077787,1656425519
4351,1656077604,1656425518
4350,1656077462,1656425518
4315,1655833099,1656422240
4314,1655817058,1656422233
4362,1656316802,1656367857
4285,1655408803,1656367431
4361,1656316628,1656367317
4360,1656313183,1656366965
4358,1656108865,1656344748
4313,1655816836,1656339110
4312,1655816577,1656339103
4311,1655816439,1656339098
4310,1655816114,1656339094
4353,1656084217,1656339087
4309,1655815737,1656339085
4233,1654609989,1656328723
4232,1654609957,1656328723
4228,1654609842,1656328723
4227,1654609800,1656328723
4166,1654005053,1656328722
4165,1654005035,1656328722
4225,1654609747,1656328722
4164,1654005016,1656328722
4161,1654004954,1656328722
4357,1656103660,1656179631
4334,1655936050,1656107158
4356,1656101810,1656104009
4339,1655950384,1656094932
4340,1655955226,1656093987
4338,1655938210,1656092833
4337,1655937864,1656092715
4335,1655936179,1656092545
4344,1656002941,1656081408
4343,1655998585,1656081408
4308,1655815114,1656072945
4307,1655814359,1656072939
4306,1655813960,1656072933
4305,1655813658,1656072927
4333,1655935338,1656044541
4332,1655934607,1656040958
4331,1655933057,1656039551
4330,1655930840,1656038490
4329,1655928491,1656035238
4328,1655926560,1656029336
4327,1655922789,1656017047
4289,1655499145,1656004305
4286,1655409950,1656004242
4319,1655853257,1656004803
4293,1655662641,1655958424
4292,1655662504,1655958297
4318,1655852382,1655928895
4279,1655313439,1655919238
4317,1655839314,1655917201
4269,1655235464,1655914544
4268,1655235265,1655914539
4267,1655235064,1655914533
4266,1655234826,1655914528
4205,1654226345,1655883470
4204,1654221780,1655882156
4203,1654220747,1655881540
4202,1654215579,1655880407
4201,1654214765,1655879597
4196,1654203702,1655872447
4316,1655837353,1655838829
4254,1655149710,1655832883
4280,1655319685,1655824724
4303,1655733013,1655821786
4265,1655234469,1655810840
4264,1655233970,1655810834
4288,1655427631,1655735321
4238,1654611217,1655721020
4237,1654610865,1655721019
4240,1654695468,1655721017
4236,1654610626,1655721016
4235,1654610464,1655721014
4234,1654610219,1655721012
4231,1654609957,1655721010
4226,1654609782,1655721004
4287,1655412937,1655586652
4281,1655325439,1655498760
4278,1655305964,1655498570
4105,1653330491,1655497167
4283,1655340112,1655394874
4282,1655340000,1655394873
4181,1654112510,1655333339
4263,1655227700,1655312449
4262,1655227612,1655312447
4257,1655215063,1655308415
4258,1655218861,1655299088
4199,1654210506,1655243344
4243,1654810176,1655236711
4261,1655226634,1655230654
4255,1655155387,1655227722
4259,1655219528,1655227247
4256,1655213306,1655226411
4260,1655225709,1655226107
4241,1654696930,1655101414
4244,1654905740,1654975664
4160,1654004930,1654865520
3965,1652097261,1654859198
4200,1654210573,1654691858
4198,1654209665,1654691726
4197,1654209423,1654691287
4239,1654640629,1654679463
4215,1654506131,1654679462
4195,1654202252,1654679238
4194,1654200061,1654678746
4193,1654197847,1654678341
4192,1654197797,1654678140
4191,1654197749,1654677883
4190,1654197708,1654677719
